PUMFID,CS_05A,CS_05B,CS_05C,CS_05D,CS_05E,CS_05F,CS_05G,CS_05H,CS_05I,CS_05J,CS_05K,CS_05L,CS_05M,CS_05N,CS_10A,CS_10B,CS_10C,CS_10D,CS_10EF,CS_10G,CS_15A,CS_15B,CS_15C,CS_15D,CS_15G,CS_15H,CS_15J,CS_15K,CS_15L,CS_15EFI,PCS_20A,PCS_20B,PCS_20C,PCS_20D,PCS_20E,CS_25A,CS_25B,CS_25C,CS_25D,CS_25E,CS_25F,CS_25G,CS_25H,CS_25I,CS_25J,CS_30AA,CS_30AB,CS_30AC,CS_30AD,CS_30AE,CS_30BA,CS_30BB,CS_30BC,CS_30BD,CS_30BE,CS_30CA,CS_30CB,CS_30CC,CS_30CD,CS_30CE,CS_30DA,CS_30DB,CS_30DC,CS_30DD,CS_30DE,CS_30EA,CS_30EB,CS_30EC,CS_30ED,CS_30EE,CS_30FA,CS_30FB,CS_30FC,CS_30FD,CS_30FE,CS_30GA,CS_30GB,CS_30GC,CS_30GD,CS_30GE,CS_30HA,CS_30HB,CS_30HC,CS_30HD,CS_30HE,CS_30IA,CS_30IB,CS_30IC,CS_30ID,CS_30IE,CS_30JA,CS_30JB,CS_30JC,CS_30JD,CS_30JE,CS_35A,CS_35B,CS_35C,CS_35D,CS_35E,CS_40A,CS_40B,CS_40C,CS_40D,CS_40E,CS_40F,CS_40G,CS_40H,CS_40I,CS_40J,CS_40K,PCS_45A,PCS_45B,PCS_45C,PCS_45D,PCS_45E,PCS_45F,PCS_45G,PCS_45H,CPD_05A,CPD_05B,CPD_05C,CPD_05D,CPD_05E,CPD_05F,CPD_10A,CPD_10B,CPD_10C,CPD_10D,CPD_10E,CPD_10F,CPD_10G,CPD_10H,CPD_10I,CPD_10JC,CPD_10K,CPD_10L,HHLDSIZC,AGEGRP,IMMIGRNC,SEX,PCHILD,MARSTATC,PDWELCDC,PEDUC_LC,RURURB,PERS_WGT,VERDATE
8742,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,4,2,4,1,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,4,4,4,1,4,1,1,1,4,4,4,4,4,4,3,4,2,4,4,2,2,0,1,1,6,2,2535.6988,18/12/2020
8743,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,4,1,2,2,1,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,1,2,2,2,3,2,4,4,2,4,1,1,4,1,2,4,4,2,4,3,4,1,2,5,2,2,0,4,4,4,2,3995.3731,18/12/2020
8744,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,4,2,2,2,4,4,2,4,4,4,3,4,2,1,5,1,1,0,4,2,4,2,1133.3022,18/12/2020
8745,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,4,4,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,4,1,4,2,2,3,3,1,2,4,4,4,3,4,1,2,4,1,2,1,3,1,7,1,997.2986,18/12/2020
8746,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,1,2,2,1,1,1,1,9,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,9,9,9,9,9,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,4,2,1,4,2,2,1,1,2,4,1,1,2,2,4,3,1,2,2,4,1,1,0,2,2,4,2,16642.1682,18/12/2020
8747,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,9,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,0,4,3,7,2,5080.2622,18/12/2020
8748,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,2,2,2,2,1,1,1,2,2,2,3,3,3,3,2,2,2,2,3,2,3,2,3,4,1,2,1,3,1,4,1,9460.4421,18/12/2020
8749,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,4,4,4,4,4,4,4,4,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,2,4,4,4,4,2,2,2,1,2,2,2,4,4,3,4,2,2,7,1,2,0,2,1,2,2,3420.4526,18/12/2020
8750,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,3,1,2,4,3,4,1,2,2,2,2,1,1,4,5,2,3490.0535,18/12/2020
8751,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,4,4,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,2,2,2,2,2,1,1,2,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,1,1,1,4,6,2,26763.7608,18/12/2020
8752,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,4,2,2,2,3,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,1,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,3,1,4,1,2,4,1,2,3,1,2,4,4,4,4,2,4,2,2,3,1,2,1,1,3,6,2,25817.3232,18/12/2020
8753,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,1,2,4,4,4,2,3,2,2,4,2,2,0,1,1,7,2,2141.9895,18/12/2020
8754,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,4,4,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,4,2,2,4,4,4,4,4,2,4,4,4,3,4,2,2,3,1,1,1,1,1,4,2,2230.1974,18/12/2020
8755,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,4,4,2,4,4,4,2,2,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,4,2,2,1,4,4,1,2,2,4,4,4,3,4,1,2,4,1,2,1,4,2,2,2,4105.0346,18/12/2020
8756,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,1,2,4,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,2,1,1,2,2,2,2,4,2,4,4,4,4,4,1,4,4,4,4,3,4,2,1,6,1,2,0,3,3,2,2,2622.3327,18/12/2020
8757,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,4,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,1,1,2,2,1,2,4,4,2,1,2,2,3,4,4,4,2,4,3,3,3,1,2,6,1,1,0,2,1,2,1,2861.9162,18/12/2020
8758,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,1,4,3,4,1,2,3,1,2,1,2,1,4,1,7308.2246,18/12/2020
8759,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,4,2,3,1,2,4,1,1,0,2,1,4,2,3321.8595,18/12/2020
8760,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,4,4,4,4,4,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,3,2,1,1,2,2,3,2,3,1,3,5,1,1,0,1,1,7,2,2473.3379,18/12/2020
8761,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,4,4,4,4,4,2,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,2,2,2,4,2,4,2,2,2,4,2,2,4,4,4,3,4,2,2,5,1,1,0,1,1,4,1,2305.2577,18/12/2020
8762,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,1,2,4,2,1,2,2,1,2,6,6,6,6,6,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,2,1,2,1,1,2,4,1,1,1,1,3,2,1,2,1,1,3,2,3,1,2,2,1,2,0,1,1,2,2,12012.1927,18/12/2020
8763,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,4,9,9,9,9,9,9,9,9,9,6,6,6,6,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,9,9,9,9,9,1,1,9,9,9,9,9,9,9,9,9,9,2,4,2,1,1,1,2,7,2,4830.2641,18/12/2020
8764,2,2,2,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,3,2,2,2,2,5,1,2,0,1,1,3,2,3259.9835,18/12/2020
8765,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,4,3,2,2,1,2,3,2,3,2,2,2,2,2,1,1,4,7,2,25174.976,18/12/2020
8766,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,2,4,4,2,2,3,4,2,1,2,2,2,2,1,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,4,3,4,4,2,4,1,1,1,4,4,3,4,4,3,2,3,2,1,6,2,1,0,3,1,2,1,3425.2479,18/12/2020
8767,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,1,1,3,2,2,2462.7225,18/12/2020
8768,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,2,4,4,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,2,1,2,2,1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,1,1,4,1,2,0,4,2,7,2,3724.9719,18/12/2020
8769,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,3,4,2,1,6,2,2,0,3,1,4,2,2019.2886,18/12/2020
8770,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,4,4,1,1,1,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,1,1,1,2,1,2,2,2,2,4,4,4,2,4,4,4,4,4,4,4,4,4,4,3,4,2,1,6,1,2,0,1,1,6,1,811.9223,18/12/2020
8771,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,2,1,2,2,2,2,4,4,2,4,1,2,2,2,2,2,4,2,3,2,3,2,2,6,1,2,0,1,1,2,2,3332.9873,18/12/2020
8772,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,1,3,2,2,1,2,4,1,2,1,1,1,7,2,2063.4008,18/12/2020
8773,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,4,4,1,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,6,6,6,6,6,6,6,6,6,6,2,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,3,2,1,1,2,2,3,2,3,2,2,4,1,1,0,2,1,1,2,32867.299,18/12/2020
8774,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,9,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,3,2,2,2,2,1,2,2,3,4,2,2,1,1,3,2,4,2,3,1,1,1,0,4,1,2,2,13585.1539,18/12/2020
8775,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,2,2,2,2,2,2,4,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,1,2,2,1,1,2,2,1,1,1,2,2,4,2,2,3,1,2,2,4,1,3,2,3,2,1,2,1,1,0,4,2,6,2,4833.4104,18/12/2020
8776,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,1,4,2,1,1,4,1,2,6,6,6,6,6,1,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,1,2,2,2,2,1,2,2,2,2,6,6,6,6,6,1,2,1,2,2,6,6,6,6,6,2,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,3,2,4,4,2,4,2,2,3,4,2,4,2,4,3,2,3,2,2,6,1,1,0,1,1,6,1,1051.5142,18/12/2020
8777,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,4,4,4,4,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,1,4,1,1,4,1,4,4,4,4,4,4,4,4,4,4,3,4,2,1,6,1,1,0,4,4,2,2,1257.9739,18/12/2020
8778,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,4,3,4,1,2,4,1,1,1,3,1,2,2,3253.383,18/12/2020
8779,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,9,1,2,1,9,1,2,1,4,4,3,4,1,1,6,1,2,0,4,4,7,2,2577.2207,18/12/2020
8780,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,1,2,2,1,1,2,2,2,4,1,1,1,4,2,2,4,4,4,3,4,1,1,5,1,1,0,4,4,4,2,22315.2399,18/12/2020
8781,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,2,2,4,4,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,4,2,2,2,2,2,2,3,2,2,4,4,3,4,2,1,5,1,1,0,4,1,1,1,13790.4222,18/12/2020
8782,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,4,2,1,2,2,1,2,4,2,4,3,4,2,1,3,1,1,0,4,4,5,1,355.7136,18/12/2020
8783,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,4,2,1,1,1,1,4,1,2,2,1,2,1,2,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,1,2,2,1,2,6,6,6,6,6,1,1,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,4,1,1,1,1,9,1,1,1,1,3,4,3,4,1,1,4,1,2,1,3,4,2,2,7941.6909,18/12/2020
