PUMFID,Audio_Streaming,Video_Streaming,HouseholdSize,Age,Martial.Status,Education.Level,Sex,Residence.Area,Precaution,Edu_Services,Reported,Incident,Inform_Services,Loss,OnlineShopping,Social_Media_Use,WFH
9127,Same,Same,1,65 to 74 years old,Widowed/Separated/Divorced,Less than high school diploma or its equivalent,Male,Rural,Not More,Not Applicable,No,No,Decrease,No,No,Same,No
9128,Not Applicable,Same,2,55 to 64 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Rural,More,Same,No,Yes,Increase,No,Yes,Decrease,No
9129,Not Applicable,Increase,1,65 to 74 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Rural,More,Not Applicable,No,Yes,Increase,No,Yes,Not Applicable,Yes
9130,Same,Same,1,35 to 44 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,Yes,Same,No,Yes,Increase,No
9131,Not Applicable,Not Applicable,2,75 years and older,Widowed/Separated/Divorced,Trade certificate or diploma,Female,Urban,Not More,Not Applicable,No,Yes,Same,No,No,Not Applicable,No
9132,Not Applicable,Not Applicable,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Not Applicable,No,Yes,Same,No,Yes,Same,No
9133,Same,Increase,4,15 to 24 years old,Single/Never married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Increase,No
9135,Same,Same,1,45 to 54 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,Yes
9136,Not Applicable,Increase,2,65 to 74 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,No
9137,Same,Increase,2,75 years and older,Married,Trade certificate or diploma,Male,Urban,Not More,Same,No,No,Same,No,Yes,Not Applicable,No
9138,Increase,Increase,2,25 to 34 years old,Living common-law,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Not Applicable,Yes
9139,Same,Same,3,15 to 24 years old,Single/Never married,High school diploma or a high school equivalency certificate,Male,Urban,More,Same,No,No,Increase,No,Yes,Same,No
9140,Increase,Increase,2,35 to 44 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,More,Increase,No,Yes,Increase,Yes,Yes,Increase,No
9142,Same,Same,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Increase,No
9144,Same,Same,2,55 to 64 years old,Married,University certificate or diploma below the bachelor’s level,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
9145,Same,Same,1,35 to 44 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Increase,No
9146,Not Applicable,Not Applicable,2,65 to 74 years old,Married,Less than high school diploma or its equivalent,Male,Rural,More,Not Applicable,No,No,Same,No,No,Same,No
9147,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,No,No,Same,No,No,Same,No
9148,Not Applicable,Not Applicable,1,55 to 64 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,No
9149,Same,Same,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
9150,Same,Same,2,25 to 34 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,No,No,Same,No,Yes,Same,No
9151,Not Applicable,Same,3,55 to 64 years old,Married,Trade certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
9152,Same,Same,2,75 years and older,Widowed/Separated/Divorced,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
9153,Increase,Increase,2,15 to 24 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Increase,Yes
9154,Not Applicable,Not Applicable,1,75 years and older,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Not Applicable,No,No,Not Applicable,No
9155,Not Applicable,Not Applicable,2,55 to 64 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Not Applicable,No,Yes,Increase,No,Yes,Increase,No
9156,Not Applicable,Same,1,75 years and older,Single/Never married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Not Applicable,No
9157,Increase,Same,3,35 to 44 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Not Applicable,Yes,Yes,Increase,No,Yes,Same,Yes
9158,Same,Not Applicable,2,45 to 54 years old,Single/Never married,High school diploma or a high school equivalency certificate,Female,Rural,Not More,Same,Yes,Yes,Increase,Yes,Yes,Increase,No
9159,Same,Same,1,25 to 34 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,Yes,Yes,Same,Yes,Yes,Increase,No
9161,Increase,Not Applicable,2,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Female,Rural,Not More,Same,No,No,Same,No,Yes,Increase,No
9162,Not Applicable,Not Applicable,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Female,Rural,More,Decrease,No,No,Increase,No,No,Increase,No
9163,Not Applicable,Not Applicable,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
9164,Same,Increase,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Same,Yes,Yes,Same,No,Yes,Increase,Yes
9166,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Not Applicable,No,No,Same,No,No,Decrease,Yes
9167,Same,Not Applicable,2,45 to 54 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
9168,Increase,Increase,2,25 to 34 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Increase,No,No,Same,No,Yes,Same,No
9169,Not Applicable,Not Applicable,2,75 years and older,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Not Applicable,No,No,Not Applicable,No,Yes,Decrease,No
9170,Not Applicable,Same,1,35 to 44 years old,Widowed/Separated/Divorced,"University certificate, diploma, degree above the BA level",Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
9171,Same,Same,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Same,Yes,Yes,Same,Yes,Yes,Same,Yes
9172,Increase,Increase,2,45 to 54 years old,Married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Same,No,Yes,Increase,No,Yes,Increase,Yes
9174,Same,Same,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,Yes,Yes,Increase,Yes,Yes,Same,No
9175,Not Applicable,Increase,1,35 to 44 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,No,No,Increase,No,Yes,Same,Yes
9176,Not Applicable,Increase,1,65 to 74 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,More,Increase,No,Yes,Increase,No,Yes,Not Applicable,Yes
9178,Same,Increase,3,45 to 54 years old,Married,University certificate or diploma below the bachelor’s level,Male,Urban,Not More,Increase,No,No,Increase,No,Yes,Same,Yes
9179,Same,Same,2,65 to 74 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
9180,Not Applicable,Not Applicable,2,55 to 64 years old,Living common-law,High school diploma or a high school equivalency certificate,Male,Urban,More,Not Applicable,No,No,Same,No,No,Same,No
9182,Same,Increase,2,65 to 74 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Not Applicable,Yes,Yes,Same,Yes,Yes,Same,No
9183,Not Applicable,Not Applicable,1,75 years and older,Widowed/Separated/Divorced,University certificate or diploma below the bachelor’s level,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Not Applicable,No
9184,Increase,Increase,4,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Increase,No,No,Increase,No,Yes,Increase,Yes
9185,Not Applicable,Not Applicable,2,65 to 74 years old,Married,Less than high school diploma or its equivalent,Male,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Not Applicable,No
9186,Not Applicable,Not Applicable,2,65 to 74 years old,Living common-law,"University certificate, diploma, degree above the BA level",Male,Urban,More,Increase,No,Yes,Increase,No,Yes,Increase,No
9187,Not Applicable,Not Applicable,1,55 to 64 years old,Widowed/Separated/Divorced,Trade certificate or diploma,Female,Urban,More,Not Applicable,No,No,Not Applicable,No,Yes,Not Applicable,No
9188,Same,Increase,1,55 to 64 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,Yes,Yes,Increase,No,Yes,Increase,No
9189,Same,Same,1,15 to 24 years old,Single/Never married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Same,No,No,Increase,No,Yes,Increase,Yes
9190,Same,Increase,2,55 to 64 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Rural,Not More,Not Applicable,No,No,Same,No,Yes,Same,No
9192,Not Applicable,Same,2,55 to 64 years old,Married,Less than high school diploma or its equivalent,Female,Urban,More,Not Applicable,No,Yes,Same,No,Yes,Same,No
9193,Same,Increase,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Same,No,Yes,Same,No,Yes,Same,Yes
9194,Not Applicable,Increase,2,45 to 54 years old,Married,"University certificate, diploma, degree above the BA level",Female,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Increase,Yes
9195,Same,Same,1,35 to 44 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,Not More,Same,No,No,Same,No,No,Same,No
9196,Increase,Increase,1,35 to 44 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,Not More,Same,No,No,Increase,No,Yes,Increase,Yes
9198,Same,Increase,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Female,Rural,Not More,Same,No,No,Same,No,No,Increase,No
9199,Not Applicable,Same,2,35 to 44 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,Yes
9200,Same,Increase,1,65 to 74 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Male,Urban,More,Same,No,No,Increase,No,No,Increase,Yes
9201,Not Applicable,Not Applicable,1,55 to 64 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,Yes,Yes,Same,No,Yes,Same,Yes
9202,Not Applicable,Not Applicable,2,75 years and older,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,More,Not Applicable,No,No,Same,No,Yes,Same,No
9203,Not Applicable,Not Applicable,2,75 years and older,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Rural,More,Not Applicable,No,No,Same,No,Yes,Not Applicable,No
9204,Increase,Increase,2,25 to 34 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Not Applicable,No,Yes,Same,Yes,Yes,Increase,No
9205,Same,Same,3,45 to 54 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Male,Rural,More,Not Applicable,Yes,Yes,Same,Yes,No,Same,No
9206,Not Applicable,Not Applicable,2,45 to 54 years old,Married,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,Yes,Yes,Same,No,No,Not Applicable,No
9207,Increase,Increase,4,45 to 54 years old,Married,High school diploma or a high school equivalency certificate,Male,Rural,Not More,Same,No,Yes,Same,No,Yes,Not Applicable,No
9208,Same,Same,2,45 to 54 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
9209,Decrease,Decrease,1,25 to 34 years old,Single/Never married,"University certificate, diploma, degree above the BA level",Male,Urban,More,Decrease,No,No,Decrease,No,No,Decrease,No
9210,Not Applicable,Same,2,25 to 34 years old,Married,University certificate or diploma below the bachelor’s level,Male,Urban,More,Increase,No,No,Same,No,Yes,Increase,No
9211,Same,Same,2,45 to 54 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,No
9212,Same,Increase,2,35 to 44 years old,Married,"University certificate, diploma, degree above the BA level",Male,Urban,Not More,Same,No,Yes,Same,No,Yes,Same,Yes
9213,Same,Same,2,25 to 34 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Male,Rural,Not More,Same,Yes,Yes,Same,Yes,Yes,Same,Yes
9214,Same,Same,1,45 to 54 years old,Single/Never married,Trade certificate or diploma,Female,Urban,Not More,Increase,No,No,Increase,No,Yes,Increase,Yes
9215,Not Applicable,Increase,2,25 to 34 years old,Living common-law,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
9216,Not Applicable,Not Applicable,1,55 to 64 years old,Single/Never married,Trade certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,No,Same,No
9217,Not Applicable,Increase,1,45 to 54 years old,Single/Never married,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Increase,No,No,Same,No,Yes,Increase,Yes
9218,Increase,Same,2,65 to 74 years old,Married,High school diploma or a high school equivalency certificate,Male,Urban,More,Not Applicable,No,Yes,Increase,No,Yes,Not Applicable,No
9219,Same,Increase,2,45 to 54 years old,Married,College/CEGEP/other non-university certificate or diploma,Male,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Same,Yes
9221,Increase,Increase,2,45 to 54 years old,Married,University certificate or diploma below the bachelor’s level,Female,Urban,Not More,Not Applicable,No,Yes,Increase,No,No,Increase,No
9222,Same,Same,2,55 to 64 years old,Married,Trade certificate or diploma,Male,Urban,Not More,Not Applicable,No,Yes,Same,No,Yes,Same,No
9223,Increase,Increase,3,55 to 64 years old,Married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Male,Urban,More,Same,No,No,Same,No,Yes,Same,Yes
9224,Not Applicable,Not Applicable,1,55 to 64 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Rural,More,Not Applicable,No,Yes,Increase,No,No,Not Applicable,No
9225,Increase,Increase,1,25 to 34 years old,Single/Never married,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,No,Increase,No,Yes,Increase,Yes
9226,Not Applicable,Not Applicable,2,75 years and older,Married,High school diploma or a high school equivalency certificate,Male,Urban,Not More,Not Applicable,Yes,Yes,Same,No,Yes,Not Applicable,No
9227,Not Applicable,Not Applicable,1,65 to 74 years old,Widowed/Separated/Divorced,College/CEGEP/other non-university certificate or diploma,Female,Urban,Not More,Not Applicable,No,No,Same,No,Yes,Same,Yes
9228,Decrease,Same,1,45 to 54 years old,Widowed/Separated/Divorced,High school diploma or a high school equivalency certificate,Female,Urban,More,Not Applicable,No,No,Same,No,No,Same,No
9229,Same,Same,2,45 to 54 years old,Living common-law,"Bachelor’s degree (e.g. B.A., B.Sc., LL.B.)",Female,Urban,Not More,Same,No,No,Same,No,Yes,Increase,No
9230,Not Applicable,Increase,1,55 to 64 years old,Married,Trade certificate or diploma,Male,Urban,Not More,Not Applicable,No,Yes,Increase,No,No,Same,No
9232,Not Applicable,Same,2,55 to 64 years old,Married,High school diploma or a high school equivalency certificate,Female,Rural,Not More,Not Applicable,No,No,Same,No,No,Same,No
